name,party_name,state,constituency
RAMKUMAR INWATI [ADVOCATE],Smart Indians Party,Madhya Pradesh,MANDLA
DHIRENDRA  VERMA,Ummeed Party of India,Rajasthan,SIKAR
ASOKAN. R. DR.,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,DHARMAPURI
MANICKAM R,Ulzaipali Makkal Katchy,Tamil Nadu,SALEM
MURUGAN. P,Independent,Tamil Nadu,CHENNAI SOUTH
RAVIKUMAR P,Ganasangam Party of India,Tamil Nadu,NAMAKKAL
PARDEEP KUMAR,Sarv Samaj Party,Rajasthan,ALWAR
IQRA CHOUDHARY,Samajwadi Party,Uttar Pradesh,Kairana
"DHAMODHARAN, G.",Independent,Tamil Nadu,ARANI
PRAKASH KUMAR SHARMA,Independent,Rajasthan,JAIPUR RURAL
SATHYA,Naam Tamilar Katchi,Tamil Nadu,TIRUNELVELI
HARI NARAYAN MEENA,Independent,Rajasthan,JAIPUR
SURENDRA SINGH,Bhartiya Shakti Chetna Party,Uttarakhand,Nainital-Udhamsingh Nagar
A.PONNUDURAI,Independent,Tamil Nadu,CHENNAI SOUTH
KANA RAM,Independent,Rajasthan,GANGANAGAR
PARDEEP KUMAR,Independent,Rajasthan,ALWAR
K VENKATESAN,Independent,Tamil Nadu,ARAKKONAM
DR. BHAW SINGH TEKAM,Independent,Madhya Pradesh,MANDLA
SELVAM. T,Independent,Tamil Nadu,KANCHEEPURAM
DAVID M,Independent,Tamil Nadu,TIRUNELVELI
"JANARTHANAM, P.",Tamilaga Makkal Thannurimai Katchi,Tamil Nadu,TIRUPPUR
SABARINATH S,Independent,Tamil Nadu,DINDIGUL
SHANKAR CHINTAMAN CHAHANDE,Vanchit Bahujan  Aaghadi,Maharashtra,Ramtek
"DR. RAM ROOP MEENA, ADVOCATE",Independent,Rajasthan,DAUSA
AYODHI LAKSHMANAN,Independent,Tamil Nadu,SRIPERUMBUDUR
ADHIR CHANDRA BARMAN,Independent,West Bengal,Jalpaiguri
"MALARVIZHI, G.",Rashtriya Samaj Paksha,Tamil Nadu,TIRUPPUR
KAILAI RAJAN D,Naam Tamilar Katchi,Tamil Nadu,DINDIGUL
"Devandhran, M.",Anna MGR Dravida Makkal Kalgam,Tamil Nadu,TIRUVALLUR
MO IRFAN,Bahujan Samaj Party,Uttar Pradesh,Moradabad
"SEKAR, N.",Independent,Tamil Nadu,ARANI
M MANIKANDAN,Independent,Puducherry,PUDUCHERRY
"KALASTHIRI,  S.",All India Uzhavargal Uzhaippalargal Katchi,Tamil Nadu,TIRUVANNAMALAI
FOJI VIJAY HALDKAR (EX-ARMY),Independent,Madhya Pradesh,JABALPUR
DHAYANIDHI SURESH,Independent,Tamil Nadu,CHENNAI CENTRAL
RAKESH SINGH THAKUR,Independent,Madhya Pradesh,MANDLA
RAMPAL SINGH,Peoples Party of India (Democratic),Uttarakhand,Tehri Garhwal
NEHA SINGH GURJAR,Independent,Rajasthan,JAIPUR RURAL
JAMES P,Independent,Tamil Nadu,THOOTHUKKUDI
JAYAKUMAR A,Naam Tamilar Katchi,Tamil Nadu,NILGIRIS
SARBANANDA SONOWAL,Bharatiya Janata Party,Assam,Dibrugarh
PUJAN RAM SAKET (BABBU),Bahujan Samaj Party,Madhya Pradesh,SIDHI
RATHA G,Independent,Tamil Nadu,CHIDAMBARAM
RITA MALSAWMI,Mizoram People's Conference,Mizoram,MIZORAM
HUMAYUN KABIR,Naam Tamilar Katchi,Tamil Nadu,THANJAVUR
GHULAM MOHD SAROORI,Independent,Jammu and Kashmir,UDHAMPUR
HARENDRA SINGH MALIK,Samajwadi Party,Uttar Pradesh,Muzaffarnagar
K KISHORKUMAR,Independent,Puducherry,PUDUCHERRY
AJAYKUMAR BHARTIYA,Independent,Maharashtra,Bhandara Gondiya
NEELAMEGAM K,Bahujan Samaj Party,Tamil Nadu,CHIDAMBARAM
ALBERT FRANCIS XAVIER S,Independent,Tamil Nadu,KRISHNAGIRI
ER ARJUN S,Independent,Tamil Nadu,THANJAVUR
AMAR SINGH SAINI,Peoples Party of India (Democratic),Uttarakhand,Nainital-Udhamsingh Nagar
DR JAYANTA KUMAR ROY,Bharatiya Janata Party,West Bengal,Jalpaiguri
ESWARASAMY K,Dravida Munnetra Kazhagam,Tamil Nadu,POLLACHI
VETTRIVEL G,Independent,Tamil Nadu,CHIDAMBARAM
SHETTU S,Independent,Tamil Nadu,ARAKKONAM
NARESH BHARATHI. S,Independent,Tamil Nadu,KANCHEEPURAM
MOHD ALI GUJJAR,Independent,Jammu and Kashmir,UDHAMPUR
K MANIGANDAN,Independent,Tamil Nadu,ARAKKONAM
MANABENDRA ROY,Kamatapur People’s Party (United),West Bengal,Jalpaiguri
ASHISH BHAURAO SARODE,Bhim Sena,Maharashtra,Ramtek
ATHISAYAM V,Independent,Tamil Nadu,TIRUNELVELI
PRITI KASHYAP,Rashtriya Mazdoor Ekta Party,Uttar Pradesh,Kairana
JEEVANRAJ N,Bahujan Samaj Party,Tamil Nadu,KALLAKURICHI
CHITHIRAI JEGAN S,Independent,Tamil Nadu,THOOTHUKKUDI
TRIVENDRA SINGH RAWAT,Bharatiya Janata Party,Uttarakhand,Haridwar
MALA RAJYA LAKSHMI SHAH,Bharatiya Janata Party,Uttarakhand,Tehri Garhwal
PROF. LAKHON KMA,Independent,Meghalaya,Shillong
XAVIERDASS A,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,SIVAGANGA
PROF. LAKHON KMA,Independent,Meghalaya,Shillong
YUVARAJ K P U,Independent,Tamil Nadu,KRISHNAGIRI
NOORMUHAMAD A,Independent,Tamil Nadu,COIMBATORE
"Ashok Priyadarshan, S.",Desiya Makkal Sakthi Katchi,Tamil Nadu,TIRUVALLUR
SHIB SINGH,Uttarakhand Kranti Dal,Uttarakhand,Nainital-Udhamsingh Nagar
M KRISHNAMURTHY,Independent,Puducherry,PUDUCHERRY
LALHRIATRENGA CHHANGTE,Independent,Mizoram,MIZORAM
BALASUBRAMANIAN,Bahujan Samaj Party,Tamil Nadu,TIRUNELVELI
MANI. S.,Independent,Tamil Nadu,DHARMAPURI
DEVENDRA JHAJHARIA,Bharatiya Janata Party,Rajasthan,CHURU
SANJEEV KUMAR BALYAN,Bharatiya Janata Party,Uttar Pradesh,Muzaffarnagar
ADVOCATE SATYAPRAKASH SHULKE (LODHI),Madhya Pradesh Jan Vikas Party,Madhya Pradesh,BALAGHAT
TAMILSELVAN S,Bahujan Samaj Party,Tamil Nadu,KRISHNAGIRI
AGATHA K SANGMA,National People's Party,Meghalaya,Tura
KARTI P CHIDAMBARAM,Indian National Congress,Tamil Nadu,SIVAGANGA
NOOR MUHAMAD A,Independent,Tamil Nadu,POLLACHI
K ARUNACHALAM,Independent,Puducherry,PUDUCHERRY
SURENDRA PAL SINGH,Bahujan Samaj Party,Uttar Pradesh,Nagina
SAILEN CH MALAKAR,Bharatiya Gana Parishad,Assam,Kaziranga
JOT SINGH GUNSOLA,Indian National Congress,Uttarakhand,Tehri Garhwal
RAJKUMAR M,Independent,Tamil Nadu,COIMBATORE
MURALI SANKAR. S,Pattali Makkal Katchi,Tamil Nadu,VILUPPURAM
RESHMA PANWAR,Socialist Unity Centre Of India (COMMUNIST),Uttarakhand,Garhwal
DR ARUN KUMAR MALLIK,Bahujan Samaj Party,Andaman and Nicobar Islands,Andaman and Nicobar Islands
SRIPAL,Bahujan Samaj Party,Uttar Pradesh,Kairana
DEEPAMMAL SUNDARI,Independent,Tamil Nadu,TIRUVANNAMALAI
VINAYAK BHAURAO AWCHAT,Independent,Maharashtra,Nagpur
SURIYAKUMAR K,Independent,Tamil Nadu,COIMBATORE
MOORTHI J,Independent,Tamil Nadu,NAMAKKAL
SURYA. A,Independent,Tamil Nadu,KANCHEEPURAM
NEEL KUMAR,Jai Samta Party,Uttar Pradesh,Muzaffarnagar
D AYYAPPAN,Communist Party of India  (Marxist),Andaman and Nicobar Islands,Andaman and Nicobar Islands
D ALANGARAVELU,Bahujan Samaj Party,Puducherry,PUDUCHERRY
NEMCHAND,Bahujan Samaj Party,Uttarakhand,Tehri Garhwal
VILAS JIYALAL RAUT,Independent,Maharashtra,Bhandara Gondiya
ROBERTJUNE KHARJAHRIN,United Democratic Party,Meghalaya,Shillong
C.S.KARNAN,Anti Corruption Dynamic Party,Tamil Nadu,CHENNAI CENTRAL
"SATHIYAMOORTHY,  S.",Makkal Nala Kazhagam,Tamil Nadu,TIRUVANNAMALAI
G SHANMUGAM,Independent,Tamil Nadu,VELLORE
PANDIYAMMAL R,Independent,Tamil Nadu,VIRUDHUNAGAR
VEERASAMY C,Independent,Tamil Nadu,KRISHNAGIRI
ANNADURAI R,Independent,Tamil Nadu,COIMBATORE
GOPISON M.M.,Independent,Tamil Nadu,MADURAI
GAURAV GOGOI,Indian National Congress,Assam,Jorhat
DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Indian National Congress,Maharashtra,Chandrapur
VIJAYAPRABHAKARAN V,Desiya Murpokku Dravida Kazhagam,Tamil Nadu,VIRUDHUNAGAR
SYED ALI D,Independent,Tamil Nadu,VELLORE
GANESHAMOORTHI A,Bahujan Samaj Party,Tamil Nadu,NILGIRIS
RAMDHAN SINGH,Majdoor Kisan Union Party,Uttar Pradesh,Bijnor
RADIKAA R,Bharatiya Janata Party,Tamil Nadu,VIRUDHUNAGAR
PALANIYAPPAN  R,Independent,Tamil Nadu,SIVAGANGA
SHANMUGAM K,Independent,Tamil Nadu,COIMBATORE
BOOMINATHAN B,Desiya Makkal Sakthi Katchi,Tamil Nadu,NAGAPATTINAM
VENKATESWARAN V K,Independent,Tamil Nadu,VIRUDHUNAGAR
RAMENDRA REANG,Independent,Tripura,Tripura West
ROSELINA TIRKEY,Indian National Congress,Assam,Kaziranga
PALANICHAMY P,Bahujan Dravida Party,Tamil Nadu,VIRUDHUNAGAR
VIJAYAN G,Bahujan Samaj Party,Tamil Nadu,KANNIYAKUMARI
T JOHNSON,Independent,Tamil Nadu,VELLORE
KAUSHIK S,Naam Tamilar Katchi,Tamil Nadu,VIRUDHUNAGAR
T V R AMIRTHALINGAM,Independent,Tamil Nadu,ERODE
MANIKANDAN M,Independent,Tamil Nadu,VIRUDHUNAGAR
BINOD GOGOI,Independent,Assam,Kaziranga
SEKAR S,Hindu Samaj Party,Tamil Nadu,VIRUDHUNAGAR
K SHANMUGAM,Independent,Tamil Nadu,VELLORE
DR CHUMBEN MURRY,Nationalist Democratic Progressive Party,Nagaland,Nagaland
GOPALAKRISHNAN M,New Generation People’s Party,Tamil Nadu,POLLACHI
KUNWAR SARVESH KUMAR,Bharatiya Janata Party,Uttar Pradesh,Moradabad
MANI. R.,Independent,Tamil Nadu,DHARMAPURI
T MAHESHKUMAR,Bahujan Samaj Party,Tamil Nadu,TENKASI
DR MUKESH PANT,Sainik Samaj Party,Uttarakhand,Garhwal
BINOD GOGOI,Independent,Assam,Kaziranga
JEEVA M,Bahujan Samaj Party,Tamil Nadu,THENI
PAWAN KASHYAP,Independent,Uttarakhand,Haridwar
VIJAYAN K,All India Jananayaka Makkal Kazhagam,Tamil Nadu,ARAKKONAM
SIVARAM K,Independent,Tamil Nadu,TIRUNELVELI
BINOD GOGOI,Independent,Assam,Kaziranga
VIJAYAKUMAR K P,Anaithu India Makkal Katchi,Tamil Nadu,KRISHNAGIRI
BINOD GOGOI,Independent,Assam,Kaziranga
KANIMOZHI KARUNANIDHI,Dravida Munnetra Kazhagam,Tamil Nadu,THOOTHUKKUDI
RASHID KHAN,Independent,Uttar Pradesh,Saharanpur
C MADHAVAN,Independent,Tamil Nadu,VELLORE
VENNILA S,Independent,Tamil Nadu,NAMAKKAL
NAKUL KAMALNATH,Indian National Congress,Madhya Pradesh,CHHINDWARA
LABENN CH MARAK,Independent,Meghalaya,Tura
DARA SINGH PRAJAPATI,Bahujan Samaj Party,Uttar Pradesh,Muzaffarnagar
SHANMUGAM. N,Samaniya Makkal Nala Katchi,Tamil Nadu,KARUR
SHRIDHAR NARAYAN SALVE,Bhim Sena,Maharashtra,Nagpur
MUNGANTIWAR SUDHIR SACCHIDANAND,Bharatiya Janata Party,Maharashtra,Chandrapur
LABENN CH MARAK,Independent,Meghalaya,Tura
M BABU,Independent,Tamil Nadu,VELLORE
M BALU,Independent,Tamil Nadu,ARAKKONAM
PRIYANKA SANJAY BHANDARKAR,Bhartiya Shakti Chetna Party,Madhya Pradesh,BALAGHAT
SALENG A SANGMA,Indian National Congress,Meghalaya,Tura
KARIKALA CHOLAN S,Independent,Tamil Nadu,THANJAVUR
NIRMALA G,Independent,Puducherry,PUDUCHERRY
SADHNA SINGH,Independent,Uttar Pradesh,Moradabad
C ARAVIND,Desiya Makkal Sakthi Katchi,Tamil Nadu,SRIPERUMBUDUR
SHIV PRASAD,Independent,Uttar Pradesh,Rampur
ARNAB ROY,Republican Party of India (A),Tripura,Tripura West
YOGESH SHARMA,Independent,Rajasthan,JAIPUR
DR ASHOK CHOUDHARY,Abhinav Rajasthan Party,Rajasthan,NAGAUR
DR. RICKY ANDREW J. SYNGKON,Voice of the People Party,Meghalaya,Shillong
SARAVANAN N,Samaniya Makkal Nala Katchi,Tamil Nadu,KANNIYAKUMARI
MANOJ PAUL,Andaman Nicobar Democratic Congress,Andaman and Nicobar Islands,Andaman and Nicobar Islands
INDAR SINGH UIKEY,Bahujan Samaj Party,Madhya Pradesh,MANDLA
JEYARAJ T,Independent,Tamil Nadu,VIRUDHUNAGAR
R KUMAR,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Tamil Nadu,ERODE
AMIT GUPTA,Independent,Rajasthan,ALWAR
LAXMAN SINGH BAIS,Independent,Madhya Pradesh,SIDHI
"JAGANNATHAN,  R.",Independent,Tamil Nadu,TIRUVANNAMALAI
S AMBETHKUMAR,Mahathma Makkal Munnetra Kazhakam,Tamil Nadu,SRIPERUMBUDUR
MANOJ KUMAR,Samajwadi Party,Uttar Pradesh,Nagina
ONKAR SINGH,Bharatiya Bahujan Samta Party,Uttar Pradesh,Moradabad
BRAJALAL DEBNATH,Independent,Tripura,Tripura West
DR A V NARENDRAN,Independent,Tamil Nadu,ARAKKONAM
KATHIRAVAN. P,Independent,Tamil Nadu,KARUR
KANIMOZHI G,Naam Tamilar Katchi,Tamil Nadu,NAMAKKAL
"NALLASIVAM, M.",Independent,Tamil Nadu,TIRUVANNAMALAI
PRADAN BARUAH,Bharatiya Janata Party,Assam,Lakhimpur
ASHOK RANAJI RATHOD,Jay Vidarbha Party,Maharashtra,Chandrapur
MALARMANNAN M,Samaniya Makkal Nala Katchi,Tamil Nadu,NILGIRIS
PALANIVEL. P,Independent,Tamil Nadu,KARUR
RENGASAMY C,Independent,Tamil Nadu,THANJAVUR
"THANGARAJ,  P.",Independent,Tamil Nadu,TIRUVANNAMALAI
GOWARDHAN NAMDEO SOMDEVE,Independent,Maharashtra,Ramtek
PREM S,Independent,Tamil Nadu,NAGAPATTINAM
R.VIJAY,Independent,Tamil Nadu,CHENNAI CENTRAL
CHANDRASHEKHAR,Aazad Samaj Party (Kanshi Ram),Uttar Pradesh,Nagina
ABILAZAN. N,Independent,Tamil Nadu,KARUR
FARMER JAYARAMAN. S.K.J,Desiya Makkal Sakthi Katchi,Tamil Nadu,CHENNAI SOUTH
"Jagadesh Chander, M.",Naam Tamilar Katchi,Tamil Nadu,TIRUVALLUR
SARAVANAKUMAR A,Independent,Tamil Nadu,KRISHNAGIRI
AWACHIT SHAMRAO SAYAM,Janseva Gondwana Party,Maharashtra,Chandrapur
SELVARAJAN V V,Independent,Tamil Nadu,VIRUDHUNAGAR
R.YOGESHWARAN,Independent,Tamil Nadu,CHENNAI SOUTH
KANNAN. T,Independent,Tamil Nadu,KARUR
RAMASAMY N,Independent,Tamil Nadu,NAMAKKAL
RAJAPAL,Peoples Party of India (Democratic),Uttar Pradesh,Bijnor
JOTHIMANI. S,Independent,Tamil Nadu,KARUR
KOLLANJIAPPAN,Independent,Puducherry,PUDUCHERRY
K J B SELVARAJ,All India Anna Dravida Munnetra Kazhagam,Andaman and Nicobar Islands,Andaman and Nicobar Islands
MOHAN LAL MEENA,Independent,Rajasthan,DAUSA
OMKAR SINGH MARKAM,Indian National Congress,Madhya Pradesh,MANDLA
PERIYASAMY K,Independent,Tamil Nadu,MADURAI
S SIVAKUMAR,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Tamil Nadu,SRIPERUMBUDUR
SACHIN RAMKRUSHNARAO WAGHADE,Independent,Maharashtra,Nagpur
KAVITA,Rashtrawadi Janlok Party (Satya),Uttar Pradesh,Muzaffarnagar
SUBHASH SHUKLA,Independent,Madhya Pradesh,CHHINDWARA
NARAYAN DAS SHAH MULNIWASI,Peoples Party of India (Democratic),Madhya Pradesh,SIDHI
MOHAMED NAZEEM. S,Independent,Tamil Nadu,KARUR
SELVI K,Independent,Tamil Nadu,VIRUDHUNAGAR
D.L. MANESHWAR,Peoples Party of India (Democratic),Madhya Pradesh,BALAGHAT
MURALI. M,Independent,Tamil Nadu,KARUR
MANIKKARAJ A,Bahujan Samaj Party,Tamil Nadu,THOOTHUKKUDI
BARIKRAO DHARMAJI MADAVI,Bahujan Republican  Socialist Party,Maharashtra,Gadchiroli - Chimur
AMRARAM,Communist Party of India  (Marxist),Rajasthan,SIKAR
N SUGUMAR,Independent,Tamil Nadu,ARAKKONAM
BIMPAK SIGA,Independent,Arunachal Pradesh,Arunachal West
S SUPONGMEREN JAMIR,Indian National Congress,Nagaland,Nagaland
ANAND SELVARAJ,Independent,Tamil Nadu,TIRUCHIRAPPALLI
KAMLESHWAR INDRAJIT KUMAR,Indian National Congress,Madhya Pradesh,SIDHI
MAYAK KANNAN,Independent,Tamil Nadu,VIRUDHUNAGAR
MAHAMUNI. A,Independent,Tamil Nadu,KARUR
M SABARINATHAN,Independent,Tamil Nadu,ERODE
RAJEEV ROLIWAL,Independent,Rajasthan,JAIPUR
SUBRAMANIAN K,Independent,Tamil Nadu,NAGAPATTINAM
K PALANIYAPPAN,Tamizhaga Murpokku Makkal Katchi,Tamil Nadu,SRIPERUMBUDUR
NABI BARMAN,Independent,West Bengal,Coochbehar
SHABNAM,Independent,Uttar Pradesh,Saharanpur
PIYA ROY CHOWDHURY,Indian National Congress,West Bengal,Coochbehar
BOOMINATHAN C,Independent,Tamil Nadu,MADURAI
UDAYA KUMAR.V,Independent,Tamil Nadu,CHENNAI CENTRAL
KALANCHIYAM. M,Naam Tamilar Katchi,Tamil Nadu,VILUPPURAM
"MOHANRAJA,  V.M.",Bahujan Samaj Party,Tamil Nadu,TIRUVANNAMALAI
KANWAL SINGH BAGHEL,Rashtriya Jansabha Party,Chhattisgarh,BASTAR
J MOHANRAJ,Jebamani Janata,Tamil Nadu,SRIPERUMBUDUR
IMRAN MASOOD,Indian National Congress,Uttar Pradesh,Saharanpur
SURESH,Bahujan Samaj Party,Tamil Nadu,VIRUDHUNAGAR
PALLAB PEGU,Socialist Unity Centre Of India (COMMUNIST),Assam,Lakhimpur
ADV ULHAS SHALIKRAM DUPARE,Independent,Maharashtra,Ramtek
RAJENDER KUMAR,Bhartiya Jan Samman Party,Rajasthan,GANGANAGAR
K RAMADASS,Independent,Puducherry,PUDUCHERRY
KISHORE RAY,Independent,West Bengal,Coochbehar
RUHI TAGUNG,Independent,Arunachal Pradesh,Arunachal West
SHANMUGASUNDARAM,Independent,Tamil Nadu,VELLORE
VIJENDER SINGH,Bahujan Samaj Party,Uttar Pradesh,Bijnor
VIJAYAKUMAR D,Independent,Tamil Nadu,NILGIRIS
R VINOTH,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Tamil Nadu,ARAKKONAM
ANBHUGURU V,Independent,Tamil Nadu,NILGIRIS
A SEETHA,Bahujan Dravida Party,Tamil Nadu,TENKASI
VIKRAM SAINI,Akhand Bharat Swatantra Party,Uttar Pradesh,Kairana
K JAYAMANI,Bahujan Samaj Party,Tamil Nadu,VELLORE
PRADIP BHANDARI,Independent,Assam,Sonitpur
BHUVAN SINGH KORAM,Independent,Madhya Pradesh,BALAGHAT
KULDEEP SINGH,Socialist Unity Centre Of India (COMMUNIST),Rajasthan,JAIPUR
ASHUTOSH SINGH,Uttarakhand Kranti Dal,Uttarakhand,Garhwal
"Balaganapathy, V. Pon",Bharatiya Janata Party,Tamil Nadu,TIRUVALLUR
V SUDHAVALLI,Aravor Munnetra Kazhagam,Tamil Nadu,SRIPERUMBUDUR
JAYAPRAKASH V,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,KRISHNAGIRI
NATTANMAI GUNASEKARANA A.S,Anna Makkal Katchi,Tamil Nadu,KALLAKURICHI
JANSI RANI M,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,TIRUNELVELI
SRINIVASAN V,Independent,Tamil Nadu,MAYILADUTHURAI
MALAIYARASAN D,Dravida Munnetra Kazhagam,Tamil Nadu,KALLAKURICHI
"Tamizhmadhi, D.",Bahujan Samaj Party,Tamil Nadu,TIRUVALLUR
R.RAVICHANDRAN,Independent,Tamil Nadu,CHENNAI SOUTH
KUMARAGURU R,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,KALLAKURICHI
K PRABAKARAN,Bahujan Samaj Party,Tamil Nadu,SRIPERUMBUDUR
NARASIMHAN C,Bharatiya Janata Party,Tamil Nadu,KRISHNAGIRI
"Shakthivel, A.J.",Independent,Tamil Nadu,TIRUVALLUR
DR.J.JAYAVARDHAN,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,CHENNAI SOUTH
RAJASEKAR K,Independent,Tamil Nadu,KALLAKURICHI
ARUMUGASWAMI M,Independent,Tamil Nadu,TENKASI
SANTHOSH M,Independent,Tamil Nadu,THANJAVUR
PALANIYAMMAL S,Desiya Makkal Sakthi Katchi,Tamil Nadu,KALLAKURICHI
DR MURUGAN L,Bharatiya Janata Party,Tamil Nadu,NILGIRIS
MANIKANDAN R,Independent,Tamil Nadu,THENI
"MURUGANANDAM, A.P.",Bharatiya Janata Party,Tamil Nadu,TIRUPPUR
ILANCHEZHIAN T,Bahujan Samaj Party,Tamil Nadu,MAYILADUTHURAI
AMBEDKAR C,Ambedkarite Party of India,Tamil Nadu,SALEM
RAAMA SREENIVASAN,Bharatiya Janata Party,Tamil Nadu,MADURAI
SATHIS KUMAR. S,Independent,Tamil Nadu,TIRUCHIRAPPALLI
DEEKSHITH M,Karunaadu Party,Tamil Nadu,KRISHNAGIRI
SIVANESAN P,Desiya Murpokku Dravida Kazhagam,Tamil Nadu,THANJAVUR
L VIJAYAN,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,ARAKKONAM
PASILIAN NAZERATH,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,KANNIYAKUMARI
BISHOP DR GODFREY NOBLE,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Tamil Nadu,THOOTHUKKUDI
DR.TAMILISAI SOUNDARARAJAN,Bharatiya Janata Party,Tamil Nadu,CHENNAI SOUTH
SELVAM. G,Dravida Munnetra Kazhagam,Tamil Nadu,KANCHEEPURAM
MANI K,Chennai Youth Party,Tamil Nadu,KRISHNAGIRI
JAYABAL A,Bahujan Samaj Party,Tamil Nadu,THANJAVUR
MUTHARASU PANDIYAN  V,Independent,Tamil Nadu,SIVAGANGA
SAKTHIVEL. R,Independent,Tamil Nadu,KARUR
DM KATHIR ANAND,Dravida Munnetra Kazhagam,Tamil Nadu,VELLORE
S KALA,Independent,Puducherry,PUDUCHERRY
"SENGUTTUVAN, M.R.",Independent,Tamil Nadu,TIRUPPUR
RAGHAVAN C M,Independent,Tamil Nadu,TIRUNELVELI
THANGAVEL. L,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,KARUR
THILGABAMA M,Pattali Makkal Katchi,Tamil Nadu,DINDIGUL
"SEETHALAKSHMI, M.K.",Naam Tamilar Katchi,Tamil Nadu,TIRUPPUR
KALIMUTHU S,Independent,Tamil Nadu,POLLACHI
AC SHANMUGAM,Bharatiya Janata Party,Tamil Nadu,VELLORE
MOHAMMAD WALIULLAH KHAN,Independent,Bihar,Aurangabad
A.BABU,Independent,Tamil Nadu,CHENNAI SOUTH
VIGNESH P,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,SALEM
SWAMINATHAN T G,Aravor Munnetra Kazhagam,Tamil Nadu,KRISHNAGIRI
SAKTHIVEL A,Thakkam Katchi,Tamil Nadu,ARANI
SATHISH. P,Independent,Tamil Nadu,KARUR
SAMARAN,Bahujan Samaj Party,Tamil Nadu,CHENNAI CENTRAL
A.K.D. ELLAPPAN,Mahathma Makkal Munnetra Kazhakam,Tamil Nadu,CHENNAI SOUTH
VENKATESHKUMAR M,Independent,Tamil Nadu,KRISHNAGIRI
DR GURUNATHAN S,Independent,Tamil Nadu,NAMAKKAL
MANIKANDAN. K,Independent,Tamil Nadu,KARUR
DURAI  M,Bahujan Samaj Party,Tamil Nadu,ARANI
CHINNA MAHARAJA K,Independent,Tamil Nadu,TIRUNELVELI
DR S PASUPATHI,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,VELLORE
MOHAMED MUBARAK M A,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,DINDIGUL
LOGESH TAMILSELVAN D,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,NILGIRIS
SAKTHIVEL. N,Independent,Tamil Nadu,KARUR
THANGAVEL. K.,Dhesiya Makkal Kazhagam,Tamil Nadu,DHARMAPURI
G RAMKUMAR,Independent,Tamil Nadu,SRIPERUMBUDUR
SENTHILNATHAN. P,Amma Makkal Munnettra Kazagam,Tamil Nadu,TIRUCHIRAPPALLI
RAJENDRAN C,Viduthalai Kalam Katchi,Tamil Nadu,NAMAKKAL
THARANIVENTHAN M S,Dravida Munnetra Kazhagam,Tamil Nadu,ARANI
SIVAKUMAR. V,Independent,Tamil Nadu,KARUR
RAMAN V,Bahujan Samaj Party,Tamil Nadu,NAMAKKAL
MALAISAMY K,Independent,Tamil Nadu,SIVAGANGA
DR.KALANIDHI VEERASWAMY,Dravida Munnetra Kazhagam,Tamil Nadu,CHENNAI NORTH
SACHITHANANTHAM R,Communist Party of India  (Marxist),Tamil Nadu,DINDIGUL
M PRABAKARAN,Independent,Tamil Nadu,ERODE
ANBAZHAGAN. T,Independent,Tamil Nadu,KARUR
CAPTAIN SETTU M,Viro Ke Vir Indian Party,Tamil Nadu,ARANI
HARI. R.,Bahujan Samaj Party,Tamil Nadu,DHARMAPURI
NATCHIMUTHU S,Bahujan Samaj Party,Tamil Nadu,DINDIGUL
S WILLIAM SATHYARAJ,Tamil Manila Murpokku Dravida Kazhagam,Tamil Nadu,VELLORE
KARTHIKEYAN A,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,POLLACHI
MP SHANMUGAM,Independent,Tamil Nadu,VELLORE
EZHIL ARASU M,Independent,Tamil Nadu,ARANI
RAMESHKUMAR J L,Independent,Tamil Nadu,KANNIYAKUMARI
NARENDRANATH,Independent,Tamil Nadu,ERODE
SANTHOSH KUMAR. V,Naam Tamilar Katchi,Tamil Nadu,KANCHEEPURAM
EZHIL SELVAN P,Tamilaga Makkal Thannurimai Katchi,Tamil Nadu,NAMAKKAL
V VINAYAGAM,Independent,Tamil Nadu,ARAKKONAM
V RAVICHANDRAN,Naam Tamilar Katchi,Tamil Nadu,SRIPERUMBUDUR
PASUPATHI,Independent,Tamil Nadu,VELLORE
G.P. ROBERT,Bahujan Samaj Party,Tamil Nadu,CHENNAI SOUTH
NAGARAJ P,Independent,Tamil Nadu,VELLORE
A T MUNUSAMY,Samaniya Makkal Nala Katchi,Tamil Nadu,ERODE
DR GANESH KUMAR A ME PHD,Pattali Makkal Katchi,Tamil Nadu,ARANI
